Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
1928-07,0.0168,0.0094,0.0199,0.0105,0.0065,-0.0128,0.0544,0.0239,-0.0124,-0.0035
1928-08,0.0611,0.0904,0.0867,0.0241,0.0975,0.0455,0.1353,0.1457,0.0646,0.0475
1928-09,0.0114,0.0788,0.0417,0.0534,0.0066,0.0015,0.0017,-0.0114,0.0376,0.0101
1928-10,0.009,0.0008,0.0433,0.0204,0.0185,0.0297,0.059,0.0005,-0.0189,-0.0043
1928-11,0.0662,0.0451,0.1308,0.1723,0.1956,0.0668,0.1529,0.0505,0.2193,0.0996
1928-12,-0.0052,-0.0122,0.0309,-0.0436,0.0713,-0.0038,-0.0132,-0.0041,0.0157,0.004
1929-01,0.0338,0.013,0.11,-0.0759,0.1046,0.1338,-0.0388,0.0343,0.1317,0.0556
1929-02,-0.0262,-0.0003,0.0342,-0.001,-0.0071,-0.0115,-0.0241,0.0005,-0.0199,0.0002
1929-03,-0.0463,-0.0188,-0.0183,0.1103,0.045,0.0429,-0.0513,-0.015,-0.0317,-0.0217
1929-04,0.018,-0.0098,0.0229,0.0074,0.0178,0.0339,0.0375,0.0148,0.0513,0.0046
1929-05,-0.0394,-0.1505,-0.0978,-0.0557,0.0033,-0.0877,-0.0865,-0.0784,0.048,-0.0001
1929-06,0.0536,0.0701,0.1351,0.0114,0.1718,0.137,0.0947,0.0452,0.2347,0.0575
1929-07,0.0323,-0.0295,0.0409,0.0016,0.0924,0.1368,0.0104,0.0259,0.0914,0.0657
1929-08,0.0477,0.03,0.0943,0.1136,0.1254,0.1098,0.0779,0.0309,0.0905,0.0773
1929-09,-0.036,-0.0835,-0.0717,-0.0295,-0.0756,-0.0137,-0.0547,-0.0702,0.0132,-0.064
1929-10,-0.1064,-0.2894,-0.1961,-0.1007,-0.2773,-0.1539,-0.2397,-0.1802,-0.3004,-0.1176
1929-11,-0.0844,-0.1731,-0.1413,-0.0642,-0.1924,-0.0947,-0.1234,-0.079,-0.1464,-0.0957
1929-12,0.0064,0.049,0.015,-0.0118,0.1078,0.0101,-0.0603,0.0111,0.0794,-0.0049
1930-01,0.057,0.0595,0.069,-0.0076,0.1061,0.012,0.0469,0.0255,0.0725,0.0489
1930-02,0.0215,0.0244,0.0214,-0.0449,0.0775,0.0706,-0.0513,0.0315,0.0857,0.0325
1930-03,0.0211,0.1137,0.0688,0.1794,0.0812,0.0879,-0.0244,0.0599,0.0972,0.0484
1930-04,0.0054,-0.0781,-0.0742,0.0655,0.0197,-0.0452,0.0263,-0.0127,0.0334,-0.0644
1930-05,0.0136,0.0412,-0.0174,-0.0373,-0.044,0.004,-0.0017,-0.0149,-0.0133,-0.0096
1930-06,-0.1104,-0.2227,-0.1641,-0.1547,-0.1974,-0.0834,-0.1626,-0.1334,-0.1906,-0.117
1930-07,0.0314,0.121,0.0475,0.0518,0.0407,0.0127,0.027,0.0652,0.0406,0.0344
1930-08,0.0198,-0.0189,-0.0006,-0.032,0.0221,0.0174,0.0496,0.0771,0.0118,-0.0038
1930-09,-0.0896,-0.1673,-0.137,-0.1546,-0.1824,-0.0527,-0.1091,-0.087,-0.1192,-0.1051
1930-10,-0.0485,-0.1164,-0.0991,-0.0837,-0.1735,-0.0412,-0.0861,-0.0437,-0.0828,-0.0843
1930-11,0.0018,0.0537,-0.0042,-0.0372,-0.0326,-0.0327,0.0274,-0.0323,-0.0874,-0.0517
1930-12,-0.0459,-0.0126,-0.0821,-0.1232,-0.1076,-0.038,-0.1344,-0.0679,-0.0369,-0.088
1931-01,0.054,0.0802,0.0347,0.0531,0.0524,0.0479,0.0719,0.0823,0.0553,0.1189
1931-02,0.0681,0.1737,0.1285,0.0577,0.2238,0.0595,0.1479,0.0781,0.1527,0.0547
1931-03,-0.0169,-0.0381,-0.0677,-0.1426,-0.0776,-0.0358,-0.0327,0.018,-0.0294,-0.094
1931-04,-0.0529,-0.0787,-0.1415,-0.1345,-0.1304,-0.0425,-0.0484,-0.0362,-0.0904,-0.0989
1931-05,-0.1101,-0.1608,-0.1642,-0.1254,-0.1292,-0.0894,-0.0327,-0.1026,-0.1115,-0.1739
1931-06,0.1073,0.1463,0.1738,0.1757,0.1869,0.1021,0.0786,0.0969,0.11,0.1622
1931-07,-0.0381,-0.021,-0.1023,-0.0363,-0.1038,-0.0487,-0.0153,0.0261,-0.0539,-0.0986
1931-08,-0.0065,-0.0278,-0.0015,0.0948,0.0371,0.0082,0.0302,0.0039,-0.0174,-0.0398
1931-09,-0.2469,-0.348,-0.2982,-0.2984,-0.3387,-0.2156,-0.3024,-0.2945,-0.3305,-0.265
1931-10,0.0689,0.1296,0.0618,0.1402,0.113,0.0434,0.1397,0.1126,0.1048,0.019
1931-11,-0.0435,-0.0349,-0.0831,-0.0869,-0.1416,-0.0686,-0.094,-0.0279,-0.0477,-0.1917
1931-12,-0.0951,-0.0878,-0.1533,-0.1891,-0.1354,-0.0794,-0.1517,-0.041,-0.1324,-0.1653
1932-01,0.0206,-0.069,-0.005,-0.0486,-0.1142,-0.0404,0.0079,-0.0266,-0.0252,0.0679
1932-02,0.0537,0.0209,0.0596,0.0875,0.0628,0.1163,0.0411,0.0205,0.0704,-0.0028
1932-03,-0.0598,-0.2218,-0.1436,-0.011,-0.1441,-0.099,-0.0927,-0.0641,-0.0957,-0.1596
1932-04,-0.1135,-0.2953,-0.2295,-0.1394,-0.2417,-0.1239,-0.1571,-0.1977,-0.155,-0.2236
1932-05,-0.2122,-0.1859,-0.1819,-0.0556,-0.286,-0.1081,-0.2928,-0.3408,-0.2682,-0.3002
1932-06,0.0116,-0.0782,-0.0252,0.0594,0.0699,-0.0955,-0.0059,0.1105,0.0145,-0.02
1932-07,0.247,0.4495,0.4174,0.3513,0.442,0.167,0.2711,0.2918,0.2935,0.5585
1932-08,0.2271,0.4525,0.4641,0.1949,0.4564,0.2817,0.3291,0.3587,0.4346,0.5867
1932-09,-0.0086,0.085,-0.0245,-0.1016,-0.056,0.0024,0.0306,-0.1192,-0.0465,-0.0415
1932-10,-0.1141,-0.2475,-0.1583,-0.0379,-0.1904,-0.0813,-0.1268,-0.1856,-0.1082,-0.1799
1932-11,-0.071,-0.0271,-0.103,-0.0453,-0.0825,-0.0112,-0.0561,0.0553,-0.036,-0.069
1932-12,0.0381,0.0447,0.0325,0.0005,0.0753,0.0367,0.05,0.0682,0.0912,0.0488
1933-01,0.0466,0.0083,0.0342,-0.0301,0.0143,0.0031,-0.024,-0.0113,-0.0438,0.0853
1933-02,-0.0906,-0.2448,-0.1753,-0.139,-0.2009,-0.0777,-0.1796,-0.1082,-0.1985,-0.1641
1933-03,0.1037,0.0923,0.1126,0.0439,0.0623,-0.0585,0.0853,-0.0316,-0.1279,0.0377
1933-04,0.3417,0.7979,0.572,0.3899,0.5349,0.1322,0.4245,0.3713,0.2536,0.308
1933-05,0.1271,0.2605,0.2603,0.1771,0.1982,0.1737,0.1706,0.2349,0.1929,0.3154
1933-06,0.1034,0.2075,0.1239,0.125,0.1082,0.105,0.1626,0.1039,0.1558,0.145
1933-07,-0.0661,-0.0705,-0.1136,-0.1205,-0.1107,-0.0436,-0.1346,-0.1911,-0.1358,-0.0662
1933-08,0.0986,0.2076,0.1621,0.1907,0.1289,0.0453,0.0715,-0.0038,-0.0123,0.1459
1933-09,-0.0745,-0.1532,-0.1009,-0.0269,-0.1714,-0.0356,-0.0874,-0.0131,-0.1974,-0.1639
1933-10,-0.0912,-0.1006,-0.0802,-0.0485,-0.0973,-0.0718,-0.0783,-0.0602,-0.075,-0.1091
1933-11,0.0521,0.2538,0.1273,0.1469,0.1283,0.0563,0.1445,0.094,-0.0239,0.0535
1933-12,-0.0339,0.1045,0.0461,-0.012,0.0149,-0.0375,0.0457,-0.1173,0.0105,0.047
1934-01,0.1002,0.132,0.1109,0.0872,0.1608,0.0597,0.173,0.1677,0.2052,0.1858
1934-02,-0.0498,-0.0206,-0.0316,-0.0338,-0.0631,0.0212,0.0303,-0.0359,-0.0169,-0.0188
1934-03,0.0117,-0.003,-0.0125,-0.0133,0.0318,0.0127,0.024,-0.0064,-0.018,0.0082
1934-04,0.031,-0.0685,-0.0275,-0.0199,-0.0233,-0.0125,-0.0121,0.08,-0.0375,-0.016
1934-05,-0.03,-0.1282,-0.1006,-0.0463,-0.066,-0.043,-0.0792,-0.0038,-0.0773,-0.0736
1934-06,0.0385,-0.0275,0.0425,0.012,0.0279,0.0132,0.0243,0.0204,0.0426,0.0312
1934-07,-0.0512,-0.1383,-0.1156,-0.0973,-0.1189,-0.0434,-0.0835,-0.0189,-0.1724,-0.1737
1934-08,0.0422,0.1087,0.0752,0.0612,0.0659,0.0256,0.0472,-0.0305,0.0204,0.0441
1934-09,0.0024,0.0068,-0.0113,-0.0232,-0.0032,0.019,0.0255,0.008,0.0161,-0.0037
1934-10,0.0061,-0.0208,-0.0046,-0.0469,-0.0093,-0.0156,0.0168,-0.0071,-0.0761,-0.0222
1934-11,0.085,0.1761,0.1263,0.0703,0.1352,-0.0173,0.0961,0.0407,-0.0025,0.0564
1934-12,-0.0094,0.0356,0.0221,0.0068,0.0366,-0.0059,-0.0104,0.0062,-0.0866,-0.0019
1935-01,-0.014,-0.0903,-0.0239,-0.0437,0.0113,-0.0046,-0.0527,-0.0086,-0.0316,-0.0672
1935-02,0.0161,-0.0327,-0.018,-0.0335,0.0019,0.0104,-0.0062,0.0425,-0.1216,-0.047
1935-03,-0.0463,-0.0582,-0.0479,-0.0382,-0.0414,-0.0072,-0.0433,-0.0314,0.1234,-0.0534
1935-04,0.0573,0.0573,0.0896,0.1548,0.1024,0.0913,0.0647,0.0318,0.1114,0.0875
1935-05,0.0109,0.0296,0.0186,0.0351,0.0265,0.0838,0.0253,-0.0402,0.1376,0.0388
1935-06,0.0551,0.0978,0.0651,0.0151,0.0834,0.0535,0.0628,0.0409,0.0911,0.0633
1935-07,0.0314,0.1908,0.1078,0.0013,0.096,0.0574,0.0751,0.0319,0.0922,0.0726
1935-08,-0.0156,0.0901,0.0325,-0.0189,0.0321,0.0407,0.0309,0.0029,0.0721,0.0341
1935-09,0.0169,0.1109,0.0422,-0.0333,0.0775,0.0428,-0.0057,0.0111,-0.0203,0.0062
1935-10,0.0448,0.1363,0.0585,0.1352,0.088,0.0311,0.0122,0.0597,0.1413,0.0242
1935-11,0.011,0.0349,0.0458,0.0278,0.0582,0.0972,0.0292,0.0174,0.0082,0.1323
1935-12,0.0208,0.058,0.0369,0.1409,0.0351,-0.0016,-0.0102,0.0235,0.0562,0.0429
1936-01,0.0324,0.0389,0.0561,0.1406,0.0649,0.0417,-0.0281,0.0346,0.1253,0.1217
1936-02,0.0061,0.0374,0.0556,0.0126,0.0034,0.0657,0.0099,0.0345,-0.0659,0.0281
1936-03,-0.0208,0.1019,0.0243,0.0175,-0.0005,-0.0337,0.0114,0.0352,0.0064,-0.0294
1936-04,-0.0445,-0.1015,-0.0894,-0.1028,-0.0863,-0.0566,-0.0524,-0.0919,-0.0834,-0.0741
1936-05,0.0496,0.0406,0.062,-0.0057,0.0522,0.0646,0.067,0.048,0.0952,0.074
1936-06,0.0232,0.0686,0.0129,0.0173,0.013,0.0243,0.0529,0.0129,0.0362,0.0175
1936-07,0.0297,0.0491,0.0769,0.0474,0.1205,0.0244,0.0621,0.0465,0.1159,0.0964
1936-08,0.0084,-0.0028,0.0165,-0.0067,0.0241,0.0176,0.0249,-0.0148,-0.0103,0.0185
1936-09,-0.0066,0.0326,0.0207,0.0139,-0.0125,0.0033,0.0294,0.0077,-0.0205,0.009
1936-10,0.0337,0.0508,0.0773,0.1248,0.0575,0.0509,0.1122,0.0378,0.0572,0.081
1936-11,0.0453,-0.0137,0.0544,0.0148,0.055,0.0387,0.11,0.034,-0.0286,0.0048
1936-12,-0.0142,-0.0724,0.0193,0.0924,0.0263,-0.004,-0.0814,-0.0204,-0.0163,-0.0118
1937-01,0.0245,0.0727,0.046,0.0241,0.0862,-0.0085,0.0007,0.0347,0.0261,0.0104
1937-02,0.0089,-0.005,0.0266,0.0149,-0.0132,-0.0306,0.0306,-0.0372,-0.0419,0.0478
1937-03,-0.0101,-0.0413,0.0135,0.0339,-0.0449,-0.0209,-0.0273,-0.0503,-0.0632,0.027
1937-04,-0.0638,-0.079,-0.0916,-0.053,-0.0762,-0.0525,-0.0724,-0.0332,-0.0747,-0.0683
1937-05,-0.0044,-0.0197,0.01,-0.0024,0.008,0.0153,-0.0454,0.0168,-0.0527,-0.0334
1937-06,-0.0324,-0.1077,-0.0361,-0.0266,-0.0146,0.0139,-0.0159,-0.0412,-0.0526,-0.0895
1937-07,0.0507,0.1323,0.0921,0.0842,0.0955,0.0327,0.1033,0.0414,0.1932,0.0874
1937-08,-0.0247,-0.0227,-0.0443,-0.0657,-0.0476,-0.0254,-0.0427,0.0109,-0.1018,-0.0834
1937-09,-0.0912,-0.1267,-0.1745,-0.1321,-0.1412,-0.021,-0.141,-0.1076,-0.1175,-0.1593
1937-10,-0.0706,-0.1288,-0.1387,-0.0695,-0.0719,-0.0536,-0.0704,-0.0355,-0.0488,-0.1012
1937-11,-0.0586,-0.1524,-0.0932,-0.1148,-0.0459,-0.0359,-0.1436,-0.0512,0.029,-0.0687
1937-12,-0.0227,-0.1627,-0.0242,-0.0125,-0.022,-0.0154,-0.0655,-0.0241,-0.1069,-0.0663
1938-01,0.0296,0.1105,-0.0124,0.0051,-0.0247,-0.0243,0.0592,0.0352,-0.057,0.0049
1938-02,0.0346,0.0347,0.0867,0.0942,0.0434,-0.0232,0.095,0.0861,0.0364,0.0488
1938-03,-0.1579,-0.2735,-0.2572,-0.252,-0.2772,-0.1744,-0.2219,-0.1444,-0.1961,-0.2977
1938-04,0.1227,0.1485,0.1388,0.1592,0.1676,0.1347,0.1618,0.1182,0.1478,0.1454
1938-05,-0.0023,-0.0692,-0.0689,-0.0582,-0.0299,0.0083,-0.0386,0.0171,0.0221,-0.0396
1938-06,0.132,0.3601,0.3289,0.2198,0.273,0.1242,0.2403,0.1007,0.169,0.2487
1938-07,0.0661,0.1989,0.068,0.0738,0.0585,0.0128,0.0906,0.058,0.0068,0.1001
1938-08,-0.0402,0.0597,-0.0192,-0.0882,-0.0119,0.0028,-0.024,0.0036,-0.0553,-0.0372
1938-09,0.0051,0.0069,0.0167,0.0082,0.016,0.0085,0.0006,-0.0001,0.0123,-0.0125
1938-10,0.0515,0.0649,0.1061,-0.0156,0.1008,0.0356,0.0804,0.0563,0.2109,0.1111
1938-11,-0.0249,-0.012,-0.0145,-0.0011,-0.0434,0.0065,-0.0037,0.0144,-0.0701,-0.0201
1938-12,0.0276,0.0212,0.0559,0.0486,0.0308,0.0257,0.0103,0.0085,0.0395,0.0634
1939-01,-0.0192,-0.0833,-0.0932,-0.0629,-0.075,0.0181,-0.0314,-0.0096,0.0121,-0.0866
1939-02,0.0246,0.0706,0.03,-0.0118,0.0276,0.0353,0.062,0.0372,0.0878,0.0469
1939-03,-0.0575,-0.1763,-0.1557,-0.0831,-0.1499,-0.0221,-0.0959,-0.0433,-0.1363,-0.1498
1939-04,0.0062,0.0072,-0.0132,-0.0106,-0.0271,0.0275,-0.0013,0.01,0.0303,-0.0181
1939-05,0.0547,0.0789,0.0762,0.0255,0.0828,0.0556,0.1138,0.0549,0.0661,0.0804
1939-06,-0.0204,-0.0678,-0.0638,-0.0612,-0.08,-0.0379,-0.027,0.011,-0.0355,-0.0764
1939-07,0.0622,0.1758,0.129,0.0303,0.1404,0.0651,0.0871,0.0308,0.1271,0.1157
1939-08,-0.0736,-0.0694,-0.0679,-0.0391,-0.0809,-0.0419,-0.0733,-0.0543,-0.0601,-0.0999
1939-09,0.0479,0.2372,0.27,0.2556,0.1226,0.0237,0.0159,0.0707,0.036,0.2574
1939-10,0.0326,-0.014,-0.0256,-0.0393,-0.0089,0.0305,0.0577,0.0021,0.0211,-0.016
1939-11,-0.0047,-0.0292,-0.0599,-0.0614,-0.0259,0.0097,-0.0231,0.0122,-0.0149,-0.0507
1939-12,0.0317,0.0388,0.0397,-0.0008,0.0361,0.0287,0.0303,0.0377,0.0295,0.024
1940-01,0.0169,-0.0383,-0.0463,-0.0219,-0.042,-0.0012,-0.0095,-0.0179,-0.0005,-0.0268
1940-02,0.0094,0.0208,0.027,0.0097,-0.0058,0.0104,0.0251,0.0148,-0.0124,0.0088
1940-03,0.0165,0.0378,0.0154,0.0172,0.0305,0.0116,0.0308,0.019,0.0174,0.0263
1940-04,0.0175,-0.0054,0.0076,0.0018,-0.0149,0.0033,-0.0013,-0.0031,-0.0135,-0.0076
1940-05,-0.2091,-0.2604,-0.2221,-0.2447,-0.2077,-0.1413,-0.2441,-0.2121,-0.1994,-0.2404
1940-06,0.0538,0.0868,0.042,0.0567,0.0301,0.0872,0.0901,0.0491,0.1743,0.0859
1940-07,-0.0002,0.0592,0.0433,0.0319,0.05,0.0197,0.0439,-0.0052,0.0008,0.0339
1940-08,0.0134,0.0739,0.0249,0.0142,0.0331,-0.0036,0.029,-0.0229,-0.0104,0.0289
1940-09,0.0253,0.0317,0.0414,-0.0226,0.0422,0.0166,0.0332,0.0461,-0.0219,0.0248
1940-10,-0.0141,0.0394,0.041,0.063,0.0243,0.0161,0.0008,-0.03,0.0382,0.0531
1940-11,-0.0099,-0.0063,-0.0148,0.0087,-0.0281,0.0061,-0.0215,-0.0182,-0.1306,-0.0012
1940-12,0.0055,-0.0329,0.0119,0.0231,-0.0009,0.0204,0.0043,-0.0023,0.0176,0.0024
1941-01,-0.0051,-0.0922,-0.0709,-0.0214,-0.0256,-0.021,-0.0363,-0.0219,-0.0216,-0.016
1941-02,-0.0249,0.0127,-0.0204,-0.0069,-0.0034,-0.0223,-0.0253,-0.0469,-0.012,-0.0031
1941-03,0.0056,-0.017,0.0077,0.0374,0.0034,0.0178,0.0121,0.0177,-0.0333,0.018
1941-04,-0.0413,-0.1057,-0.0569,0.014,-0.0883,-0.0635,-0.0522,-0.0522,-0.0961,-0.0444
1941-05,-0.014,0.0041,0.0366,0.0546,-0.0042,0.004,0.0227,-0.0145,-0.0443,-0.0092
1941-06,0.0628,0.039,0.0648,0.0522,0.1076,0.0504,0.051,0.0672,0.0394,0.045
1941-07,0.0553,0.0397,0.0711,0.1106,0.018,-0.0038,0.0474,0.0803,0.0533,0.0753
1941-08,0.0083,0.0234,-0.0065,-0.0346,0.0074,0.0106,0.0237,0.0008,-0.0206,0.002
1941-09,0.0178,0.0414,-0.029,-0.0066,-0.0078,0.0025,0.0043,-0.0021,-0.0283,-0.0258
1941-10,-0.0704,-0.0798,-0.0643,0.0219,-0.1011,-0.0272,-0.052,-0.0369,-0.0966,-0.0413
1941-11,-0.0315,-0.0364,-0.0139,0.0313,-0.0204,-0.0403,-0.0452,-0.0293,-0.0667,-0.0154
1941-12,-0.0395,-0.1179,0.0078,-0.111,0.0047,-0.0859,-0.0983,-0.0159,-0.0748,-0.0537
1942-01,0.0254,0.0625,-0.0219,-0.0163,0.0095,-0.0137,0.0066,-0.0299,0.0407,0.0955
1942-02,-0.055,0.0515,-0.0241,-0.0583,-0.0246,-0.0057,-0.0192,-0.0535,-0.0245,-0.0187
1942-03,-0.0829,0.0142,-0.0556,-0.0824,-0.0627,-0.0691,-0.0709,-0.0554,-0.1213,-0.0898
1942-04,-0.041,-0.0437,-0.0459,-0.0357,-0.0362,-0.0732,-0.0588,-0.0445,-0.0342,-0.0202
1942-05,0.0876,0.0995,0.0175,0.0677,0.0786,0.0772,0.1175,0.1469,0.0841,0.0354
1942-06,0.0355,0.0177,0.0351,0.0442,0.0458,-0.0223,0.0254,0.0285,0.0169,0.0199
1942-07,0.0242,0.021,0.0276,0.0605,0.0181,0.0448,0.0496,0.016,-0.0043,0.0658
1942-08,0.008,0.0233,0.0134,0.0354,0.0073,0.0249,0.0171,0.0243,0.0079,0.0242
1942-09,-0.0007,0.0259,0.0325,0.0236,0.0516,0.0204,0.0067,0.0026,0.0583,0.0338
1942-10,0.0451,0.0582,0.0672,0.0962,0.0627,0.0619,0.0062,0.0413,0.1513,0.0891
1942-11,0.0271,-0.0014,-0.0236,0.0091,0.0202,0.0263,0.0666,0.0158,-0.013,-0.0206
1942-12,0.0472,0.0819,0.0527,0.0749,0.0614,0.0035,0.0273,0.0869,0.0436,0.0444
1943-01,0.0914,0.0524,0.0698,0.064,0.098,0.0378,0.0692,0.0247,0.1469,0.0706
1943-02,0.0362,0.0758,0.0523,0.0791,0.0343,0.0881,0.0308,0.0364,0.0787,0.0947
1943-03,0.0436,0.0506,0.06,0.07,0.0742,0.0062,0.0868,0.0456,0.0468,0.1009
1943-04,0.0103,0.0053,-0.0143,0.0097,0.0118,0.0416,0.0187,0.014,0.0401,0.0219
1943-05,0.0656,0.0658,0.0537,0.0569,0.0626,0.0457,0.0749,0.0513,0.0449,0.0559
1943-06,0.0205,0.0485,0.0087,0.0119,0.0242,0.0227,0.0559,0.005,0.0424,-0.008
1943-07,-0.0187,-0.097,-0.0681,-0.0286,-0.0731,-0.0018,-0.0315,-0.0326,-0.0048,-0.0519
1943-08,0.0094,0.0348,0.0067,0.011,0.0049,0.0091,0.0374,0.0026,0.0187,0.0141
1943-09,0.0218,0.0169,0.0266,0.0141,0.0518,0.0145,0.0216,0.0402,0.0387,0.0218
1943-10,-0.0027,-0.0112,-0.0084,-0.0206,-0.0343,0.0073,-0.024,0.0057,0.0056,-0.0109
1943-11,-0.0457,-0.0532,-0.0644,-0.0693,-0.0643,-0.0174,-0.045,-0.0393,-0.0837,-0.0799
1943-12,0.0614,0.0794,0.059,0.072,0.08,0.0314,0.0692,0.0394,0.0741,0.0716
1944-01,0.0397,0.0102,0.0194,0.0061,0.0063,0.0086,0.0078,0.0029,-0.0034,0.045
1944-02,-0.0053,0.0368,-0.0036,0.0009,-0.0213,0.0088,0.0105,-0.0264,0.0151,0.0207
1944-03,0.0283,0.0477,0.0227,0.0187,0.0379,0.0074,0.0228,0.0246,0.018,0.0266
1944-04,-0.0195,-0.0118,-0.0203,-0.0137,-0.0192,-0.0057,-0.01,-0.0236,-0.0092,-0.0246
1944-05,0.0533,0.0791,0.0556,0.0497,0.0363,0.0283,0.0507,0.0568,0.0278,0.0427
1944-06,0.0564,0.0931,0.071,0.0053,0.0749,0.0321,0.0583,0.0385,0.0486,0.0595
1944-07,-0.0035,-0.0493,-0.0195,-0.0121,-0.0182,-0.0037,-0.0008,-0.0124,0.0023,-0.0077
1944-08,0.0256,0.0398,0.0216,-0.0194,0.0196,0.0067,0.0312,0.0076,0.0362,0.0036
1944-09,-0.0023,0.0061,0.0055,-0.0138,-0.0065,0.0027,0.0181,0.0043,-0.0151,0.001
1944-10,-0.0003,-0.0274,-0.0033,0.0187,0.0082,0.0075,0.0044,0.0109,0.0135,0.0067
1944-11,0.0127,0.0222,0.0086,0.0263,0.0159,0.007,0.0279,0.0052,-0.0039,0.0431
1944-12,0.0203,0.0397,0.0424,0.0514,0.0464,0.0072,0.0215,0.0171,0.0312,0.0846
1945-01,0.0264,0.0137,0.028,0.0492,0.0067,-0.0211,0.0007,0.0056,0.0569,0.0062
1945-02,0.0395,0.0765,0.0695,0.0731,0.066,0.0285,0.0452,0.0425,0.0608,0.0789
1945-03,-0.03,-0.0603,-0.0478,-0.0525,-0.0381,-0.0011,-0.0137,-0.0183,-0.0308,-0.0353
1945-04,0.071,0.1115,0.0841,0.069,0.0805,0.0251,0.0716,0.0633,0.1011,0.0881
1945-05,0.0233,0.0078,0.008,-0.0087,0.0182,0.0376,0.0626,0.0411,0.0188,0.0311
1945-06,0.0089,-0.0153,-0.0015,-0.005,-0.0188,0.0262,-0.0314,-0.0465,0.0514,0.0448
1945-07,-0.0144,-0.0098,-0.0299,-0.0323,-0.0173,0.0218,-0.0011,-0.0162,-0.0037,-0.0548
1945-08,0.0772,0.0941,0.0883,0.0222,0.0974,0.0174,0.0822,0.0919,0.0106,0.0252
1945-09,0.0628,0.0274,0.0617,0.0198,0.034,0.019,0.0564,0.0651,0.0656,0.0608
1945-10,0.0677,0.002,0.0228,0.0633,0.0076,0.0236,0.0596,0.0661,0.0607,0.0576
1945-11,0.0368,0.0262,0.0484,0.0837,0.027,0.0339,0.0692,0.0858,0.0479,0.0911
1945-12,0.0129,0.0254,0.0156,-0.0024,0.0263,0.0048,0.0346,0.0153,-0.01,0.0015
1946-01,0.0485,0.0667,0.08,-0.0007,0.0645,0.0191,0.1098,0.0776,0.1082,0.0738
1946-02,-0.0482,-0.0894,-0.0609,-0.0467,-0.0736,-0.0282,-0.0423,-0.0431,-0.0571,-0.0614
1946-03,0.0635,0.0098,0.0567,0.1104,0.0215,0.0116,0.114,0.1457,0.0625,0.0468
1946-04,0.0354,0.0142,0.0433,0.0877,0.017,0.0159,0.072,0.1467,0.0431,0.0168
