Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
1979-09,180.53,348.25,246.53,796.73,247.73,1268.63,113.71,393.4,414.62,115.41
1979-10,176.84,346.07,244.72,853.67,243.68,1235.55,112.96,391.11,403.34,114.38
1979-11,163.68,316.55,223.16,830.68,226.67,1195.31,102.84,373.49,376.92,102.73
1979-12,171.79,308.53,232.17,903.43,242.97,1222.21,106.51,407.22,402.33,109.81
1980-01,178.82,319.06,243.44,924.43,248.13,1198.66,110.19,415.13,395.46,114.19
1980-02,184.9,351.84,260.32,1053.22,267.17,1173.72,111.8,412.46,399.27,119.71
1980-03,175.32,325.42,252.3,1188.62,255.79,1161.44,106.2,390.7,381.54,115.87
1980-04,158.95,296.59,223.11,979.36,223.58,1153.04,97.39,386.31,353.59,101.24
1980-05,169.57,292.23,230.1,1048.81,225.55,1267.9,100.65,407.97,395.54,107.36
1980-06,182.42,301.56,243.88,1084.13,236.89,1340.43,110.11,433.83,409.45,115.91
1980-07,186.97,297.98,242.11,912.8,223.11,1262.05,109.65,383.14,463.15,116.4
1980-08,200.14,334.75,268.8,931.97,259.69,1274.45,121.1,418.79,462.21,125.13
1980-09,201.57,341.85,271.82,964.27,269.21,1332.38,122.86,423.17,452.44,128.46
1980-10,201.74,343.88,278.56,1029.9,274.74,1305.94,125.15,438.05,449.58,133.02
1980-11,202.25,337.43,279.91,1109.45,281.78,1263.24,123.35,434.92,455.13,133.92
1980-12,203.62,352.03,302.58,1373.77,308.83,1194.43,127.72,471.39,487.06,144.44
1981-01,206.77,349.01,296.29,1227.25,306.97,1201.98,126.91,495.53,474.83,144.35
1981-02,211.65,345.3,291.24,1112.27,282.71,1268.28,127.55,490.86,460.15,139.5
1981-03,216.99,366.22,304.09,1099.76,282.81,1334.45,130.21,493.34,449.84,141.51
1981-04,232.82,394.76,322.46,1079.24,297.24,1347.5,146.75,529.33,459.25,151.75
1981-05,235.12,404.48,319.25,1000.38,297.63,1430.92,150.81,548.82,444.41,152.7
1981-06,240.88,413.76,315.91,956.03,309.79,1505.96,156.67,565.08,447.89,156.17
1981-07,229.97,362.83,300.38,677.86,244.8,1239.19,150.4,445.85,486.84,143.99
1981-08,227.73,351.89,292.35,732.82,235.4,1255.78,145.59,427.9,500.12,138.85
1981-09,215.53,323.73,270.44,681.23,217.57,1221.04,137.72,394.71,491.17,129.21
1981-10,210.73,314.69,251.35,576.6,209.48,1254.96,133.35,391.94,459.64,121.93
1981-11,226.66,303.12,260.26,630.99,220.92,1379.89,142.61,422.47,478.83,130.78
1981-12,232.06,315.02,271.12,671.39,223.39,1393.06,144.34,440.9,502.09,137.24
1982-01,226.95,316.15,266.54,628.43,224.1,1370.42,141.64,437.05,486.23,131.54
1982-02,224.43,319.74,258.54,576.55,230.63,1379.44,142.05,442.78,480.27,127.46
1982-03,219.55,310.97,242.89,487.62,218.05,1276.87,140.03,427.77,473.45,122.23
1982-04,224.78,322.48,238.24,470.85,211.51,1300.73,146.59,418.86,481.35,118.3
1982-05,241.32,338.76,245.66,491.98,227.05,1243.11,155.98,449.44,496.73,123.09
1982-06,231.75,334.32,232.43,499.23,213.62,1205.72,151.6,437.56,488.24,114.18
1982-07,235.08,347.19,222.69,396.81,185.7,1052.85,148.77,380.34,495.59,110.81
1982-08,234.24,345.96,216.68,366.37,189.03,1065.28,149.38,384.94,479.52,107.68
1982-09,256.32,391.12,246.47,400.32,212.53,1179.84,167.49,434.37,530.77,120.34
1982-10,266.25,393.56,244.97,410.13,215.84,1213.49,175.88,442.57,532.16,125.81
1982-11,295.73,461.59,277.11,432.36,253.22,1311.52,206.54,481.06,553.71,146.02
1982-12,309.8,495.99,293.21,401.75,279.94,1391.69,228.9,508.69,548.87,156.74
1983-01,314.91,510.66,296.95,431.07,287.6,1400.71,224.32,513.92,567.59,154.51
1983-02,311.84,536.83,309.64,451.07,312.03,1574.46,228.33,525.96,585.04,159.04
1983-03,324.08,554.02,320.5,443.3,322.87,1544.77,247.17,547.89,588.15,166.22
1983-04,346.88,549.86,327.79,476.46,325.3,1577.2,268.44,579.31,585.22,174.25
1983-05,368.68,609.57,348.43,526.49,353.55,1691.75,293.17,608.3,603.86,189.66
1983-06,366.65,598.48,356.02,532.87,364.97,1667.93,294.19,592.07,612.2,194.95
1983-07,350.11,642.51,352.12,530.28,344.33,1424.68,287.94,529.0,640.04,196.24
1983-08,340.93,617.15,344.54,528.01,326.63,1373.05,280.17,503.44,645.8,189.74
1983-09,342.88,603.9,345.33,566.16,323.25,1401.79,268.06,495.89,649.16,188.34
1983-10,357.53,628.8,353.87,542.48,330.99,1434.55,274.08,501.98,679.14,191.54
1983-11,356.17,636.34,345.82,531.92,308.78,1359.44,269.93,490.55,695.92,184.34
1983-12,364.75,658.54,366.69,536.19,316.25,1401.18,283.7,475.51,674.65,190.09
1984-01,362.81,677.19,363.62,559.08,318.03,1358.0,272.24,461.15,644.27,188.47
1984-02,363.34,640.16,351.11,589.59,298.83,1413.14,259.13,462.21,649.45,185.92
1984-03,341.83,597.98,326.8,616.78,280.35,1359.71,247.23,450.63,621.46,177.08
1984-04,347.83,602.18,339.04,621.61,285.14,1310.83,250.87,446.89,614.56,181.69
1984-05,351.3,621.75,338.27,649.1,284.15,1339.02,252.84,462.93,608.35,178.68
1984-06,344.47,581.83,318.64,574.98,269.12,1341.11,240.45,430.34,596.57,167.42
1984-07,323.26,527.74,309.66,503.67,212.87,717.05,217.79,313.19,605.96,170.81
1984-08,320.09,540.41,304.56,466.94,208.29,736.9,218.04,301.82,605.47,166.49
1984-09,348.37,594.59,341.03,543.21,238.26,785.44,241.42,333.74,647.62,185.87
1984-10,352.98,595.15,333.1,545.16,228.21,809.08,242.26,322.18,674.11,190.89
1984-11,358.67,607.23,332.38,532.89,225.74,810.45,239.79,328.23,691.61,193.1
1984-12,361.8,583.4,327.52,532.28,217.68,807.5,231.25,329.21,706.23,192.78
1985-01,366.49,613.26,335.28,537.13,224.5,839.77,233.89,341.53,719.2,201.17
1985-02,383.49,672.78,365.27,573.17,253.85,897.86,266.77,369.91,732.12,221.55
1985-03,403.87,662.18,368.96,596.34,251.1,932.53,272.16,385.4,743.61,226.37
1985-04,424.84,626.88,359.17,605.89,237.87,975.87,273.32,398.37,782.68,226.46
1985-05,421.96,612.61,353.85,635.44,230.25,992.83,275.91,390.93,783.06,231.3
1985-06,455.48,654.38,376.9,583.58,239.11,1057.53,304.17,432.65,818.27,246.63
1985-07,430.56,610.72,366.91,470.93,219.65,937.88,276.52,378.82,866.69,251.58
1985-08,420.86,624.99,381.98,472.55,231.47,899.82,267.77,377.61,821.67,252.8
1985-09,406.08,587.81,375.99,480.65,225.69,909.47,266.45,375.19,829.87,252.7
1985-10,406.48,569.86,361.24,486.27,217.08,866.03,256.45,352.09,783.77,240.44
1985-11,406.89,580.38,374.85,521.35,224.97,916.21,277.56,349.09,828.53,257.24
1985-12,443.47,642.58,401.58,518.17,244.86,1022.86,303.4,386.49,852.86,276.89
1986-01,469.64,688.12,420.15,514.54,266.66,1048.78,318.33,404.93,893.11,291.29
1986-02,482.86,701.78,427.95,476.11,267.0,1003.41,325.64,411.97,922.78,302.27
1986-03,537.12,773.17,473.05,482.2,282.57,1085.74,353.22,439.94,979.18,328.12
1986-04,589.17,843.14,500.49,501.01,283.57,1134.36,385.66,498.56,1007.59,344.26
1986-05,596.79,812.84,494.77,515.15,295.93,1175.21,387.33,508.61,968.67,338.06
1986-06,652.32,843.58,518.78,560.45,294.46,1246.87,425.92,548.72,999.46,355.24
1986-07,610.75,767.63,464.85,485.25,264.9,1160.48,349.18,479.67,1033.01,357.09
1986-08,579.91,699.05,431.83,471.37,243.65,1120.35,315.83,456.27,1081.68,335.42
1986-09,597.28,757.02,460.6,554.07,257.42,1196.07,323.28,475.91,1165.79,359.54
1986-10,533.35,700.15,430.71,555.97,241.02,1087.68,295.69,420.6,1048.67,328.49
1986-11,590.12,748.4,457.88,584.03,245.14,1147.05,314.06,461.47,1099.38,343.9
1986-12,598.99,795.49,472.94,618.09,256.41,1205.13,316.8,467.15,1104.26,344.44
1987-01,584.43,780.02,465.61,616.09,247.48,1179.15,299.04,468.81,1061.23,337.0
1987-02,668.7,924.81,530.9,715.62,288.91,1237.82,335.13,527.11,1155.48,374.25
1987-03,709.62,953.12,554.57,706.22,316.98,1237.33,369.63,591.85,1123.83,392.63
1987-04,724.15,1003.28,576.6,791.86,325.72,1246.37,378.15,592.14,1098.2,390.34
1987-05,701.48,1042.3,567.31,800.56,341.75,1211.74,367.92,577.36,1046.07,375.0
1987-06,722.48,1042.77,569.61,803.34,344.9,1243.85,370.11,584.58,1019.28,375.53
1987-07,740.82,949.77,545.23,814.39,312.18,1247.21,351.68,495.7,1052.18,316.37
1987-08,781.44,1027.5,586.99,848.92,316.87,1351.06,374.03,525.22,1029.92,326.66
1987-09,807.78,1088.85,605.32,876.95,342.11,1444.61,386.73,536.92,1060.44,340.31
1987-10,794.71,1049.36,612.88,848.68,334.15,1500.03,363.7,520.11,1029.78,336.57
1987-11,630.16,769.46,446.48,693.88,248.9,1309.97,265.14,419.42,954.0,257.59
1987-12,580.84,710.79,423.32,618.1,225.38,1201.36,241.14,382.59,923.18,240.55
1988-01,630.58,773.51,468.22,663.91,252.69,1253.47,261.68,407.39,921.34,253.48
1988-02,650.36,810.91,473.62,724.99,249.36,1383.99,278.39,435.24,1009.42,271.35
1988-03,691.97,869.49,509.72,746.74,267.99,1428.03,308.23,447.13,991.5,280.9
1988-04,691.32,846.13,503.99,768.64,256.51,1405.64,307.41,436.49,953.11,277.71
1988-05,698.26,883.9,513.82,809.27,265.61,1436.78,320.6,429.76,945.76,277.58
1988-06,695.76,896.29,511.1,816.65,262.91,1469.56,311.73,428.41,976.53,280.72
1988-07,606.88,572.56,569.36,833.25,285.6,1575.15,303.59,409.62,949.78,249.7
1988-08,618.05,568.13,557.42,874.85,272.88,1609.87,294.42,418.45,951.48,249.86
1988-09,620.29,527.4,533.39,858.5,251.48,1560.53,288.36,418.07,942.72,248.97
1988-10,662.16,553.46,549.51,843.57,260.1,1662.01,312.25,435.74,962.22,259.54
1988-11,722.37,569.96,560.31,869.8,261.25,1718.5,312.89,445.29,987.21,259.83
1988-12,678.12,577.91,550.19,873.65,254.67,1772.99,305.65,437.35,973.94,252.54
1989-01,691.48,580.61,567.63,900.86,269.03,1814.2,312.64,446.86,973.5,254.49
1989-02,733.85,629.72,611.48,958.94,290.54,2012.87,333.94,478.96,995.71,273.22
1989-03,727.34,607.47,597.12,946.08,282.5,1982.5,330.17,466.61,970.06,272.97
1989-04,766.09,609.03,604.89,986.29,267.89,2110.76,340.66,492.3,969.2,283.54
1989-05,748.78,609.37,641.39,1019.54,284.63,2310.31,363.73,521.79,1007.65,297.22
1989-06,791.03,627.62,668.53,1046.44,293.81,2443.19,385.41,546.05,1043.83,311.34
1989-07,762.12,618.6,610.29,998.07,254.47,2255.28,348.01,469.82,1101.61,299.78
1989-08,857.62,653.13,659.42,1043.09,262.41,2537.23,383.0,536.98,1161.42,326.69
1989-09,849.34,694.78,689.22,1086.48,269.51,2577.87,396.5,540.3,1143.42,340.54
1989-10,852.28,662.77,676.17,1100.08,263.35,2673.48,388.86,525.07,1142.93,346.18
1989-11,840.29,625.98,647.51,1110.58,254.51,2611.01,375.35,528.94,1149.7,329.55
1989-12,852.48,619.41,669.15,1147.05,249.58,2663.09,380.71,553.65,1178.98,331.34
1990-01,867.29,546.54,688.99,1220.55,247.17,2830.26,386.8,564.12,1229.24,326.15
1990-02,786.93,529.4,646.72,1166.43,245.17,2452.97,365.43,525.0,1164.03,297.68
1990-03,785.87,552.39,663.66,1199.13,256.29,2443.45,373.6,513.95,1158.87,306.54
1990-04,822.33,569.87,691.81,1191.19,269.96,2562.28,398.37,535.64,1143.82,306.69
1990-05,820.14,547.47,676.08,1158.66,266.24,2490.61,392.9,539.01,1076.86,298.58
1990-06,895.61,597.56,727.68,1218.24,303.19,2768.81,443.58,613.51,1126.38,328.66
1990-07,842.74,549.23,691.19,1134.82,300.62,2405.91,425.3,604.56,1135.23,308.2
1990-08,837.59,533.32,693.42,1241.61,279.19,2318.08,411.37,619.22,1140.29,299.11
1990-09,778.63,459.53,608.01,1228.79,245.58,2090.87,362.52,577.6,1056.93,264.51
1990-10,753.13,416.77,561.68,1213.31,230.71,2121.2,333.21,557.19,1056.85,238.65
1990-11,773.54,400.38,553.3,1162.52,224.43,2214.17,325.92,570.45,1137.13,223.76
1990-12,822.07,415.96,596.49,1182.53,251.0,2278.47,358.9,624.74,1161.06,248.07
1991-01,860.72,413.24,627.72,1162.61,262.32,2302.13,373.11,645.14,1163.31,261.06
1991-02,906.79,440.77,669.54,1146.17,303.03,2314.44,410.64,681.82,1142.43,281.38
1991-03,1010.42,483.64,710.73,1240.71,325.12,2345.88,444.76,753.25,1189.68,309.71
1991-04,1055.94,495.27,729.15,1272.93,331.83,2387.35,490.39,799.04,1204.46,321.22
1991-05,1060.7,485.46,736.16,1307.74,323.71,2402.64,503.04,792.29,1197.98,327.76
1991-06,1107.09,554.8,789.65,1279.58,335.73,2386.99,546.59,831.98,1191.89,345.16
1991-07,1022.74,537.69,705.25,1144.59,306.08,2304.25,502.64,725.27,1184.68,315.18
1991-08,1093.41,537.28,730.05,1200.43,321.35,2395.74,531.59,793.17,1226.97,331.59
1991-09,1154.59,526.75,740.36,1215.75,323.15,2428.62,552.51,816.25,1261.57,343.46
1991-10,1114.12,512.17,723.63,1206.88,320.82,2451.83,540.29,817.69,1301.76,342.05
1991-11,1116.91,507.1,736.18,1229.82,329.78,2510.51,532.72,870.51,1313.21,351.4
1991-12,1112.94,467.32,697.0,1125.56,318.46,2391.17,528.37,851.23,1329.43,335.06
1992-01,1277.06,505.55,779.79,1157.35,349.61,2617.05,600.02,994.0,1389.12,376.24
1992-02,1241.87,557.0,798.19,1123.06,374.8,2581.4,608.84,949.69,1320.87,385.17
1992-03,1256.97,622.99,815.04,1116.72,390.52,2565.13,630.83,923.45,1297.05,399.72
1992-04,1242.22,636.24,810.03,1090.12,372.34,2545.06,626.29,876.34,1290.14,391.02
1992-05,1258.35,704.78,839.43,1208.27,372.59,2711.71,608.42,863.41,1319.8,396.12
1992-06,1276.58,700.54,838.14,1268.7,377.52,2651.19,618.04,879.05,1348.38,404.49
1992-07,1137.77,701.38,774.26,1222.4,347.82,2410.31,547.62,694.38,1387.91,404.76
1992-08,1199.81,730.77,801.27,1311.06,361.47,2593.65,571.65,737.02,1475.88,419.6
1992-09,1208.4,662.38,773.03,1346.46,345.27,2564.36,572.22,713.89,1461.38,406.96
1992-10,1229.91,666.92,789.83,1347.6,359.14,2604.59,598.38,687.23,1465.79,423.73
1992-11,1229.35,665.2,799.59,1299.48,368.87,2579.01,628.26,709.87,1454.49,437.67
1992-12,1274.65,720.21,828.99,1271.87,392.61,2740.07,672.86,743.65,1443.31,467.48
1993-01,1279.38,743.46,843.35,1295.54,395.96,2883.26,677.9,733.85,1474.47,488.04
1993-02,1274.93,813.14,844.83,1337.81,416.1,2911.98,681.35,686.32,1505.93,506.77
1993-03,1252.87,808.72,858.58,1412.26,416.56,3125.24,673.79,625.12,1591.9,511.66
1993-04,1256.33,851.7,876.43,1469.44,427.08,3218.05,693.07,632.82,1611.73,532.32
1993-05,1141.57,870.58,880.6,1485.89,412.43,3113.72,636.18,645.46,1604.26,516.57
1993-06,1180.1,884.24,907.41,1504.46,449.68,3238.78,674.98,668.0,1595.6,526.52
1993-07,1076.13,890.17,858.75,1370.49,423.35,3309.98,588.93,574.24,1674.66,529.48
1993-08,1052.76,901.99,862.61,1383.22,407.69,3398.03,595.46,543.47,1701.69,542.28
1993-09,1095.65,910.02,892.63,1430.05,435.28,3599.51,619.47,556.28,1755.44,561.21
1993-10,1075.01,918.44,875.54,1448.82,442.23,3573.27,616.95,562.36,1737.19,572.68
1993-11,1142.06,999.38,907.02,1433.18,450.02,3647.83,637.94,597.02,1697.9,559.89
1993-12,1152.19,1004.21,920.63,1342.0,452.6,3451.21,641.41,603.18,1594.56,547.78
1994-01,1174.67,1047.73,953.53,1349.45,466.86,3422.01,632.98,617.41,1618.06,563.3
1994-02,1168.55,1128.54,1003.65,1414.48,490.78,3548.65,642.41,619.98,1594.54,590.78
1994-03,1151.95,1083.6,996.6,1367.97,499.85,3348.82,654.35,585.42,1505.94,568.67
1994-04,1101.67,1012.63,954.04,1318.19,483.32,3218.29,623.06,546.68,1445.23,546.67
1994-05,1114.58,1004.79,957.73,1393.0,478.81,3255.18,626.83,563.66,1470.84,556.69
1994-06,1100.25,982.59,979.09,1393.48,489.87,3303.46,617.13,593.49,1383.41,576.01
1994-07,944.24,831.35,835.48,1256.09,423.13,2552.45,535.36,544.2,1322.48,507.6
1994-08,967.1,871.52,878.88,1302.16,442.46,2624.01,538.13,550.69,1385.52,523.44
1994-09,1028.97,868.83,917.54,1305.74,485.89,2639.05,566.95,610.73,1385.87,540.09
1994-10,1024.27,823.91,901.62,1294.1,485.27,2597.62,554.25,627.11,1339.37,518.51
1994-11,1055.27,810.85,898.62,1400.78,524.04,2586.82,562.0,635.1,1356.33,520.1
1994-12,1038.74,775.91,851.52,1339.73,517.31,2502.31,539.36,641.03,1354.65,494.82
1995-01,1049.13,808.88,885.41,1331.59,532.66,2545.46,528.24,647.85,1351.06,503.79
1995-02,1064.48,760.51,886.13,1340.48,530.31,2661.88,535.01,689.79,1436.84,529.6
1995-03,1103.34,797.5,933.57,1403.12,570.6,2717.43,550.68,707.21,1439.96,556.46
1995-04,1135.22,807.8,968.77,1481.51,598.18,2716.05,576.4,724.83,1406.66,570.1
1995-05,1164.88,817.34,1001.67,1520.65,646.56,2827.79,570.57,754.38,1444.97,582.92
1995-06,1222.71,863.36,1037.18,1574.34,672.39,2914.12,591.11,765.44,1539.22,612.39
1995-07,1119.75,989.11,982.34,1520.0,699.73,2736.1,594.3,757.7,1546.12,574.49
1995-08,1140.14,1030.22,1016.68,1561.89,760.43,2890.54,617.91,807.17,1535.75,602.81
1995-09,1148.26,1040.78,1016.17,1531.99,760.82,3102.55,602.98,818.24,1548.9,624.57
1995-10,1229.91,1039.58,1040.65,1565.54,774.46,3251.45,624.72,884.28,1638.15,653.63
1995-11,1244.03,987.41,1018.74,1568.25,786.76,3232.66,594.4,889.82,1657.36,641.82
1995-12,1298.37,1043.69,1074.92,1630.64,788.01,3330.84,633.73,937.0,1673.49,678.77
1996-01,1314.48,1091.05,1094.85,1732.86,756.6,3481.83,632.53,994.46,1750.48,685.95
1996-02,1351.28,1133.13,1138.15,1749.02,772.77,3507.58,635.73,1054.91,1778.4,712.24
1996-03,1393.1,1156.69,1149.8,1763.33,823.73,3416.16,662.99,1047.99,1720.78,731.1
1996-04,1376.57,1211.03,1194.43,1850.88,790.28,3364.79,699.98,1054.9,1704.3,735.53
1996-05,1381.23,1258.05,1223.7,1930.71,873.88,3494.65,732.98,1053.7,1653.83,739.73
1996-06,1488.2,1295.95,1250.45,1942.9,910.46,3490.45,769.51,1097.69,1673.96,753.91
1996-07,1434.2,1144.94,1186.79,1940.8,801.96,2884.96,690.81,979.0,1758.69,736.51
1996-08,1378.09,1096.22,1146.99,1858.39,745.92,2630.61,642.74,922.21,1651.13,707.46
1996-09,1381.04,1133.29,1178.17,1909.35,780.27,2604.45,684.38,965.59,1688.61,734.6
1996-10,1434.52,1158.0,1256.92,2001.77,867.05,2622.09,714.3,1037.15,1692.17,776.16
1996-11,1459.04,1198.55,1283.65,2120.52,853.97,2630.97,702.09,1029.67,1746.72,809.87
1996-12,1535.06,1236.95,1352.72,2230.97,960.23,2772.52,728.03,1107.3,1782.56,874.07
1997-01,1538.33,1204.81,1353.85,2269.51,933.58,2821.13,710.33,1081.89,1777.25,857.13
1997-02,1642.94,1236.27,1411.03,2368.15,1027.5,2894.88,713.71,1189.15,1794.85,911.11
1997-03,1724.58,1239.33,1429.92,2229.72,957.21,3009.55,739.4,1206.13,1783.92,941.68
1997-04,1640.03,1202.4,1378.47,2346.15,908.25,2708.39,728.46,1119.88,1726.47,891.39
1997-05,1737.86,1251.25,1457.58,2358.02,981.29,2801.63,743.63,1191.55,1696.87,938.85
1997-06,1861.92,1332.06,1575.93,2536.68,1081.86,3001.48,793.22,1278.75,1719.18,988.43
1997-07,1822.25,1133.02,1562.41,2497.87,993.26,2891.25,799.04,1276.72,1765.72,972.75
1997-08,1886.79,1233.3,1668.02,2718.76,1158.11,2830.88,869.43,1309.48,1817.57,1065.06
1997-09,1779.83,1245.65,1581.27,2716.26,1141.27,2787.08,858.09,1242.05,1787.78,1017.42
1997-10,1876.94,1310.09,1646.05,2937.93,1183.99,3088.42,914.59,1332.05,1862.53,1103.27
1997-11,1824.1,1279.94,1555.22,2897.47,1093.43,3204.82,899.75,1322.21,1872.34,1074.05
1997-12,1960.37,1262.64,1632.07,2836.65,1118.76,3645.51,958.98,1367.22,2008.39,1110.53
1998-01,2058.97,1317.01,1639.45,2808.47,1078.9,3846.35,965.5,1423.58,2179.67,1167.04
1998-02,2026.5,1327.64,1655.19,2659.27,1145.44,4079.73,982.86,1509.84,2077.63,1148.97
1998-03,2146.71,1502.43,1777.91,2862.86,1272.32,4290.7,1098.03,1611.4,2129.8,1257.6
1998-04,2284.94,1610.33,1869.85,3013.08,1299.37,4742.43,1176.49,1675.0,2282.82,1331.69
1998-05,2225.92,1638.45,1895.91,3173.92,1381.16,4610.74,1178.55,1720.67,2220.7,1366.87
1998-06,2283.04,1750.5,1869.48,3027.32,1290.42,4579.59,1213.27,1693.11,2193.12,1335.54
1998-07,2143.9,1501.94,1792.59,2894.37,1342.37,4659.45,1247.1,1671.72,2458.49,1331.86
1998-08,2068.34,1496.52,1694.42,2735.42,1356.27,4911.55,1217.33,1680.1,2318.69,1318.6
1998-09,1817.46,1225.26,1459.64,2445.93,1133.16,4180.99,1059.04,1484.17,2381.29,1041.53
1998-10,1861.3,1249.51,1482.48,2763.9,1326.53,4705.24,1092.98,1697.87,2597.42,1031.16
1998-11,2087.93,1211.32,1658.54,2811.76,1421.05,5106.03,1212.79,1784.82,2543.1,1113.62
1998-12,2261.85,1272.04,1728.87,2833.97,1603.51,5387.4,1341.25,1919.73,2567.6,1187.58
1999-01,2290.31,1349.14,1787.24,2544.24,1857.48,6272.33,1481.43,2027.0,2631.12,1228.68
1999-02,2226.69,1456.94,1820.89,2402.16,2156.39,6956.9,1522.18,2047.28,2471.24,1252.5
1999-03,2149.99,1400.31,1790.09,2402.03,1926.37,6737.78,1529.71,2088.2,2384.02,1266.04
1999-04,2128.23,1404.76,1885.55,2831.26,2095.56,6806.28,1588.89,2158.63,2335.13,1306.1
1999-05,2228.04,1547.26,2061.46,3368.53,2171.13,7488.33,1605.67,2048.28,2512.85,1403.35
1999-06,2282.52,1506.92,1996.91,3286.94,2160.49,7226.09,1555.92,2028.57,2672.04,1356.28
1999-07,2254.31,1565.43,2035.27,3238.98,2370.79,7562.13,1653.28,2126.29,2563.34,1510.32
1999-08,2209.96,1467.98,2039.29,3392.44,2351.72,7569.02,1584.68,2049.39,2563.73,1426.07
1999-09,2135.04,1482.61,2043.93,3499.9,2509.25,6993.16,1497.94,2161.41,2582.11,1360.44
1999-10,1981.92,1361.66,1998.31,3377.91,2526.62,6938.82,1519.7,2019.17,2458.28,1302.86
1999-11,2128.69,1416.94,2143.82,3363.15,2630.14,7673.49,1576.05,2294.07,2495.34,1463.56
1999-12,2140.67,1408.54,2132.01,2997.93,2996.72,8060.21,1662.12,2354.94,2300.7,1432.4
2000-01,2084.5,1459.35,2355.17,3039.56,3646.88,8376.01,1787.89,2239.42,2224.14,1457.2
2000-02,1996.38,1455.37,2170.48,3076.87,3491.68,8191.0,1596.94,2432.15,2353.33,1398.58
2000-03,1889.29,1330.4,2098.6,2913.8,4148.85,7888.67,1538.6,2370.56,2176.94,1316.2
2000-04,2033.79,1480.89,2257.25,3134.94,4364.05,8488.14,1755.82,2327.44,2340.77,1518.97
2000-05,2020.53,1632.99,2293.1,3089.45,3942.27,7674.98,1684.1,2473.08,2525.81,1483.43
2000-06,2192.67,1434.41,2268.7,3387.72,3548.96,6710.99,1647.67,2394.91,2600.94,1546.71
2000-07,1904.68,1269.72,1619.01,3482.78,3679.04,6391.18,1555.64,2834.78,2467.38,1772.99
2000-08,1938.44,1326.8,1605.73,3397.96,3511.98,5909.37,1555.78,2678.28,2549.07,1877.81
2000-09,1905.27,1396.41,1735.51,3674.91,3992.59,5827.34,1537.29,2798.03,2951.79,2061.94
2000-10,1955.83,1384.8,1657.09,3862.49,3435.17,5656.94,1598.87,2935.35,3161.36,2093.63
2000-11,2125.44,1429.61,1718.39,3772.42,3196.99,5686.11,1603.27,3065.34,3129.28,2078.84
2000-12,2193.85,1278.08,1676.45,3725.32,2487.65,4858.68,1612.49,3141.24,3195.05,1949.29
2001-01,2329.81,1274.4,1822.38,4061.08,2315.72,4683.9,1733.16,3273.09,3298.73,2046.01
2001-02,2291.66,1451.04,1792.48,3943.96,2707.79,5370.49,1868.27,3024.93,2937.87,2051.8
2001-03,2313.06,1429.66,1725.81,4028.05,2029.23,4953.66,1790.82,3027.31,3130.1,1972.37
2001-04,2222.06,1387.74,1645.55,4021.09,1775.39,4863.18,1757.55,2805.75,3160.61,1903.55
2001-05,2277.23,1536.99,1794.54,4475.3,2134.59,5006.99,1893.74,2955.3,3355.83,2038.21
2001-06,2382.89,1531.12,1843.91,4491.96,2100.17,5025.77,1935.32,3030.33,3358.86,2132.29
2001-07,2391.99,1396.45,1669.82,3752.91,2114.26,5853.02,1889.92,2894.33,3471.19,2121.3
2001-08,2360.79,1463.78,1689.19,3759.02,2012.91,5925.35,2019.01,2974.39,3331.71,2079.25
2001-09,2431.22,1301.76,1658.91,3606.71,1771.45,5407.21,1899.88,2891.46,3332.88,1977.05
2001-10,2365.33,1089.45,1452.85,3175.78,1449.42,5363.74,1733.29,2883.41,3128.58,1829.52
2001-11,2427.71,1097.72,1523.34,3339.54,1699.77,5017.5,1792.03,2934.82,3165.43,1832.55
2001-12,2467.05,1296.11,1655.39,3208.0,1984.48,5369.46,1973.71,3089.1,3101.58,1986.34
2002-01,2544.38,1285.47,1698.89,3421.91,1992.92,5572.54,2084.54,3007.87,3241.04,2078.84
2002-02,2609.6,1344.75,1736.24,3322.76,1997.13,5336.33,2146.75,2941.42,3096.27,2066.3
2002-03,2738.93,1383.56,1811.46,3508.75,1748.9,5362.8,2171.56,2929.46,3070.01,2077.48
2002-04,2850.26,1517.14,1923.69,3801.14,1885.33,5482.21,2224.09,2974.93,3406.29,2204.91
2002-05,2942.24,1544.24,1902.53,3651.41,1667.72,4894.21,2195.5,2753.67,3386.17,2152.81
2002-06,2987.27,1534.2,1907.28,3607.73,1621.97,5241.11,2180.48,2711.59,3159.01,2143.6
2002-07,2852.95,1378.15,1832.44,3935.68,1383.56,4601.03,2084.36,2335.19,3104.3,2096.76
2002-08,2672.51,1218.81,1687.38,3469.45,1273.91,4101.58,1858.6,2284.74,2726.52,1983.0
2002-09,2760.12,1222.2,1670.27,3391.62,1276.91,4169.47,1892.05,2303.6,2802.77,2015.58
2002-10,2567.62,1087.53,1541.66,3180.63,1080.57,3793.73,1728.94,2186.0,2490.37,1814.88
2002-11,2695.94,1061.37,1615.2,3302.73,1302.08,4618.92,1834.71,2315.61,2466.29,1937.76
2002-12,2671.97,1147.04,1723.47,3407.55,1531.15,5419.57,1875.08,2429.83,2491.22,2028.44
2003-01,2666.77,1072.54,1676.61,3434.46,1350.07,4982.48,1755.17,2342.33,2561.04,1945.96
2003-02,2570.34,1055.93,1618.84,3347.95,1346.7,4763.31,1674.35,2346.47,2469.91,1906.2
